"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
90,0.742,808.98120,217.00143,1395.12964,-311.76465,-3.77771,1289.00916,-1094.51611,20.77802,1338.25061,-455.83069,187.78511,10.07193,431.26889,-37.98684,6.22040,-952.41040,192.30305,40.86278,-1117.45337,-166.73892,7.61466
91,0.750,809.68549,217.22266,1392.99121,-313.11899,-4.41619,1289.27429,-1095.89539,19.08206,1337.37415,-465.29944,188.34201,13.81734,417.86935,-39.14315,6.11109,-918.91309,192.82474,41.21815,-1130.25171,-165.98969,7.19860
92,0.758,810.57867,217.62366,1390.42261,-314.85324,-4.92378,1289.45190,-1097.64319,17.43317,1336.20837,-473.29034,188.87358,18.70045,404.54730,-40.36191,6.05815,-885.95374,193.88797,41.23843,-1142.71326,-164.72243,6.59554
93,0.767,811.63873,218.30835,1387.43774,-316.92920,-5.32542,1289.51636,-1099.72339,16.04844,1334.69153,-478.41241,188.48543,24.74259,391.13678,-41.32929,5.99107,-853.56787,195.60262,41.00298,-1155.32666,-163.65631,6.05055
94,0.775,812.85602,219.26828,1384.03418,-319.27652,-5.64308,1289.44348,-1102.09656,14.99857,1332.78394,-479.39313,186.63881,31.77012,377.64108,-41.96649,5.85420,-821.90479,198.08125,40.53414,-1168.25476,-162.82922,5.46442
95,0.783,814.23035,220.41467,1380.19897,-321.80804,-5.89103,1289.21216,-1104.71436,14.20337,1330.50342,-476.12274,184.86432,39.79893,364.22260,-42.44310,5.67540,-791.16040,201.40318,39.75982,-1181.33813,-161.81096,4.57767
96,0.792,815.76410,221.66074,1375.92480,-324.43707,-6.09113,1288.81396,-1107.52637,13.56135,1327.90930,-469.53339,186.20993,48.83057,350.99652,-42.93735,5.52299,-761.53967,205.64394,38.59326,-1194.46350,-160.73433,3.49239
97,0.800,817.45758,222.92532,1371.21851,-327.09586,-6.26989,1288.26868,-1110.48352,13.02334,1325.06274,-460.05994,191.20314,57.59869,337.90955,-43.52158,5.41047,-733.26563,210.86440,37.02009,-1207.68469,-160.31073,2.67751
98,0.808,819.31201,224.12807,1366.10144,-329.75015,-6.43072,1287.62280,-1113.54041,12.57582,1322.00720,-446.54181,195.51732,63.29149,324.79837,-44.16759,5.32170,-706.56757,217.06009,35.10482,-1221.06641,-160.78815,2.37664
99,0.817,821.33984,225.24641,1360.60791,-332.39325,-6.55966,1286.92578,-1116.64941,12.24499,1318.77783,-427.81189,194.76788,64.11121,311.53296,-44.78455,5.27885,-681.67328,224.23499,32.98955,-1234.61328,-161.70200,2.42243
100,0.825,823.56335,226.33070,1354.78442,-335.02405,-6.65719,1286.20972,-1119.73755,12.11081,1315.40747,-405.38965,191.15326,61.91070,298.03107,-45.30349,5.30785,-658.86438,232.41965,30.85696,-1248.29028,-162.52654,2.56283
101,0.833,825.99829,227.43941,1348.68591,-337.63177,-6.73428,1285.49426,-1122.69604,12.27411,1311.90515,-382.37640,190.65140,60.22403,284.23761,-45.72496,5.39060,-638.53882,241.52818,28.85590,-1262.02246,-162.97513,2.62359
102,0.842,828.64435,228.58879,1342.36499,-340.19284,-6.79210,1284.79932,-1125.41626,12.81464,1308.24695,-359.56677,194.22670,60.01898,270.26013,-46.09047,5.47193,-621.18945,251.35963,27.08853,-1275.74023,-163.02130,2.52368
103,0.850,831.48541,229.75549,1335.86743,-342.67960,-6.82216,1284.14709,-1127.84106,13.76536,1304.40308,-335.32690,197.45081,59.66275,256.38281,-46.45316,5.48984,-607.32141,261.70074,25.58741,-1289.44519,-162.99413,2.34692
104,0.858,834.48706,230.92116,1329.24170,-345.07202,-6.81794,1283.55701,-1129.98169,15.06771,1300.35449,-309.00000,197.72273,58.16251,242.78328,-46.86446,5.45105,-597.38391,272.23599,24.21765,-1303.17627,-163.29182,2.25659
105,0.867,837.58704,232.11563,1322.54895,-347.36145,-6.78297,1283.04565,-1131.89282,16.56932,1296.09656,-282.18488,197.40288,56.42934,229.34012,-47.34107,5.44740,-591.71576,282.45425,22.59627,-1316.93237,-163.93813,2.28697
106,0.875,840.69214,233.38548,1315.85669,-349.54877,-6.72356,1282.62708,-1133.61414,18.12591,1291.64197,-256.42749,199.67712,55.62232,215.80344,-47.84051,5.52583,-590.45972,291.74646,20.10380,-1330.68958,-164.63243,2.31933
107,0.883,843.69214,234.73532,1309.23083,-351.63843,-6.64012,1282.30737,-1135.14551,19.68394,1287.02783,-230.93512,203.90468,55.42061,202.07002,-48.30234,5.61485,-593.39771,299.50522,16.14547,-1344.46240,-165.14413,2.27116
